Id,SalePrice
968,376326.8611960346
971,150840.6639869848
972,165142.96256637314
976,62328.50041297567
978,69728.39861445692
979,86641.919860692
984,119753.2867092443
986,153301.6951349345
991,195278.2097284093
996,177848.57952940333
1001,264489.1906657392
1007,214359.0311388678
1008,190409.01682460622
1009,197505.2251063531
1014,205094.45124590874
1022,254034.009855141
1024,193132.4871446978
1027,135027.30745982562
1030,167555.70635449537
1032,157405.83679082355
1035,149865.6779185544
1042,102980.9060713744
1047,136364.52963639697
1050,124951.85639231556
1055,279686.9899344018
1059,408168.6937653982
1061,381372.9717349864
1064,469731.37803144206
1077,220390.56187979062
1081,220945.97782304982
1092,211902.28298328217
1093,198343.4745628548
1095,206229.83133892645
1099,263797.83891114825
1101,290999.23044888326
1103,303920.1928287353
1109,246631.44604770918
1112,232974.29953893414
1113,266697.8126044736
1114,270631.7889675427
1116,250878.76441789424
1117,225889.29818143562
1119,263242.2451372583
1121,217909.28607415978
1122,216307.59807743208
1125,289830.3528379853
1137,174506.94040405453
1142,212617.42667241307
1144,190041.58991548215
1145,203667.8328719777
1147,191158.29567882762
1148,218009.15769556648
1149,171538.04906276116
1150,125130.12576385475
1153,117938.91066541839
1154,109945.88426125841
1159,350763.9342034719
1161,152028.70584041785
1167,147000.78420626768
1171,258005.23764405024
1174,156366.7432884186
1188,179526.5061638085
1189,169201.6069176175
1191,153301.0038587409
1195,130242.86941224957
1199,177447.22654731886
1201,192440.25238531444
1204,189468.3109295989
1211,148522.28872538457
1214,155382.6853087768
1219,144566.01903689458
1220,69554.47030143623
1227,176292.79573201854
1229,197799.43411638195
1231,136097.489522255
1234,186354.24894390872
1235,127311.29053250547
1239,149871.46609005495
1240,160068.78746309847
1241,176705.64453275493
1246,128660.4258922225
1249,170504.4448700664
1250,122039.50212407944
1252,138224.83322052687
1259,155553.11705650287
1267,112615.12904246702
1269,112102.57764465956
1270,142541.9544865202
1272,127552.70338480537
1274,144858.17532623047
1276,127786.96549900403
1279,136809.6324227479
1281,163214.54533141654
1286,142284.82409773115
1287,129050.00465041237
1290,88459.92204668351
1291,135075.27967865966
1297,149924.16530517716
1302,151069.80823661445
1303,60711.28989616016
1312,106595.36469814568
1315,129754.36246370887
1322,79456.63335117788
1327,104258.65432724962
1331,137937.80426595418
1333,113031.24663201056
1334,126483.23932501252
1336,110978.60506128988
1341,102678.05801177768
1344,97314.31888047024
1347,136357.03727338742
1348,165290.00527702447
1353,170936.40072046983
1355,131568.09014495017
1356,121469.50257638162
1357,152942.7830893603
1361,149269.90335433892
1364,127044.97808108703
1368,125038.46688627318
1369,93967.11071587104
1371,138293.90193908729
1373,133352.3558005231
1374,141139.57216046154
1387,118470.62115851135
1388,117835.6730839194
1392,157358.51346306645
1394,138561.85325113303
1406,149998.13309307763
1407,193327.43677177688
1408,148012.21161896142
1409,191518.16436218578
1411,159723.29706058744
1412,118678.35279139837
1413,131328.87503536182
1414,127274.6082926813
1425,260014.04924761268
1430,182414.72654121995
1431,188883.38809486854
1435,204987.21195362066
1441,222184.83569398388
1444,216453.36392349686
1445,128123.66847254909
1446,137420.35591166306
1452,121146.55361648189
1453,119595.87449626408
1456,238492.86605667358
1457,245918.51742214372
1460,267116.3230239062
1463,265227.9033651057
1468,218469.1569424073
1471,207752.31723504548
1474,202330.41885992582
1475,202649.89961717298
1476,207302.50817011058
1478,206623.20043866083
1482,134739.1106058687
1483,134739.1106058687
1484,137090.90063468812
1485,137702.83790644983
1496,146581.877159338
1497,137678.08158338696
1500,122706.68768930572
1506,120588.48469425122
1507,104346.95419586397
1509,129965.5656165689
1510,123580.08114417986
1513,101835.88830443646
1517,126429.85491272999
1518,173001.8737787664
1523,174256.2784825209
1524,137852.6265742906
1526,160544.3838082364
1529,173940.3884642079
1531,154654.69094155685
1535,121627.89347628044
1536,133905.4632071184
1538,318251.9813179636
1540,222674.9145302664
1543,97173.41291893434
1545,109987.85945472145
1546,117103.0360023953
1557,80447.96239396269
1558,111442.20811092893
1559,103225.17329171083
1563,260540.13629573604
1568,161103.2497592939
1571,210374.78822930448
1578,146091.33886897113
1579,213872.40630224615
1584,252458.46208665083
1586,305739.60424259026
1604,115322.93762322374
1606,116105.50778220262
1610,160873.13428653975
1611,178936.607819589
1618,167281.88656349588
1623,181358.72776021322
1624,182099.0471496879
1628,178125.06756804674
1633,229393.43836128456
1645,165475.75590737863
1649,210945.71641485422
1652,161341.17035512155
1653,168971.63758358083
1656,148524.518373707
1662,180803.7213376545
1668,129443.60953456839
1670,112933.3517435634
1672,116087.27980090576
1673,129220.44561903819
1674,174070.2273381512
1677,116032.60203396098
1678,120650.90802042851
1679,107938.66201710387
1685,363659.94367492374
1692,445440.15168558306
1693,351181.65984707663
1696,467354.14525523025
1709,323636.5098052802
1711,319113.9376356781
1717,184955.39373426323
1718,184960.48966378192
1721,237569.75714460993
1722,222112.22363432057
1725,347123.3327039166
1726,218093.46877452664
1730,185547.92926217453
1731,183186.8150314259
1733,193148.65763804637
1737,196977.02486475863
1746,230501.55309615043
1747,184657.85174360898
1748,181644.34007557156
1749,226752.62294769357
1760,178156.15761737252
1761,525243.0359818141
1762,333424.5868949038
1768,601476.8593383153
1769,225407.90840274392
1770,295213.0281350604
1776,208203.6806165825
1781,426459.5055113194
1785,314439.35070550354
1792,227838.90962215592
1798,270150.1905935715
1812,198328.48966184258
1814,237085.27037220733
1817,132191.01181615755
1818,139699.92920427237
1822,127180.44755443107
1823,108288.17022620482
1829,243988.65417932929
1838,215629.14033837197
1845,179351.83401727985
1851,200575.96902464345
1855,300448.18419039395
1856,191682.33640423138
1858,184484.89616021406
1865,176005.36246865397
1866,146199.8859065093
1867,152049.97795574513
1868,198082.08068092837
1876,140635.1198216119
1878,141079.86688244197
1879,157927.7211537332
1882,142408.7551756597
1883,135255.4841022643
1887,109176.50639951906
1895,159090.80785195096
1898,147500.13209833862
1904,76385.51537249742
1908,156263.15061808054
1917,134131.30984022003
1918,127408.14604466764
1920,125175.05844797319
1922,127765.68207677922
1923,161028.69494736206
1931,144675.03265593207
1935,131170.6394117785
1936,123783.69095704192
1939,124100.93286591032
1943,115241.23492314937
1944,126308.82585160382
1946,235301.01010122732
1952,87342.84859797504
1954,126094.02432200154
1958,139643.4254656956
1964,133050.44079784828
1966,136904.12230720825
1969,112697.67804285635
1977,101386.07442709751
1980,90503.43914490832
1984,85317.12644027628
1985,87674.18658848276
1988,90080.8509315646
1989,110638.89697491603
1991,143394.17893380526
1992,128114.0551137137
1997,119300.72531892876
1999,184752.52287916676
2003,121188.7631998581
2005,118611.7715861754
2010,117757.70411739974
2012,133768.2131197027
2016,130054.44438554315
2017,117280.3995508531
2022,172559.1271602801
2023,166210.67230408924
2035,146128.0776017272
2036,201278.53109889253
2040,105258.09435650724
2042,160016.94462675258
2043,99000.56063178788
2055,129232.30958369082
2056,116393.22133184176
2059,117577.59870279409
2064,121787.57932590539
2066,126653.87420267874
2070,138714.52625333547
2071,91679.37306035144
2078,236548.58962874883
2080,165524.0423799715
2085,123396.67771419129
2089,113139.84790130412
2090,209219.64443392126
2092,263196.32423519285
2094,283703.3769375835
2095,227573.41407658084
2098,345082.48958926694
2099,264485.25169049704
2103,266393.7327318157
2120,152552.74690973017
2122,174105.58957754262
2123,160699.81919445464
2134,201100.35535199917
2135,133718.91987169854
2136,141549.79411263735
2143,128992.81143713051
2145,285312.97938409983
2146,260235.57824688003
2148,213036.99505110143
2155,275185.50132499076
2156,258653.8823303856
2157,128110.69080044286
2159,210188.6049622578
2161,182229.2752302457
2164,183513.03302721784
2165,185250.51022447387
2169,135118.5421895934
2171,112832.20112129649
2180,147816.86970339064
2182,447166.04485227994
2184,115310.00071114136
2185,93996.77288655253
2188,75222.58419368835
2191,109558.57757023728
2192,96398.87535543472
2196,155214.59094506188
2198,99957.58391053588
2204,167920.1849564824
2210,171707.45928514272
2213,138063.09357936337
2215,254150.4235773594
2219,265839.71132290625
2221,196997.0983871554
2224,178540.49495180248
2228,152015.31160315714
2232,112166.81410990072
2239,121952.46171994049
2246,258061.28413670915
2247,257745.41444944602
2249,141453.35314343806
2251,201998.93446411903
2254,141500.40446936488
2256,218366.10032675386
2259,209539.68012238003
2263,261348.94494977978
2266,229672.31856898428
2271,218103.93019761745
2274,171465.29728281032
2275,306062.79162168753
2280,149136.3943325212
2281,135053.20801785358
2291,87353.35363668419
2292,155872.91974669427
2295,216114.14422840122
2297,111618.00339233023
2299,118820.57297801948
2302,117481.18047122433
2303,125197.36020010864
2304,132093.79679608264
2308,172574.24618835293
2312,250991.09137559216
2314,169319.48718357537
2315,179800.5175752407
2316,175088.07358931677
2320,252215.6692961403
2321,301459.06875803514
2322,241862.7699898759
2325,172466.1581239441
2336,400059.4688438146
2340,298944.88582238613
2341,290149.4281874679
2342,385302.34085858794
2345,231368.63635155145
2346,178137.31523594976
2347,159561.54024728312
2354,258665.47961465723
2357,186028.47343568853
2359,143082.52781949245
2360,148089.27779970423
2361,117626.71407758839
2362,113581.6089297155
2366,121992.26335644166
2367,101937.41805525817
2370,119302.36167927396
2373,96589.49024575928
2376,135041.14304935758
2378,138779.95899571758
2382,279893.3245827694
2387,317024.5508289379
2392,371173.000998134
2395,356933.0231638594
2396,352667.26230476424
2397,295219.93662324327
2399,362936.9100916885
2401,476878.0452903286
2402,274327.5562011781
2407,207702.79370288202
2411,193619.11301061028
2414,204043.0781897724
2418,291834.06976013153
2419,189506.14573958935
2424,198390.49228743443
2427,164981.01309458574
2430,216266.84052714423
2439,225580.23189566683
2441,252944.28246262766
2442,252649.9086087429
2446,445929.556755037
2447,428381.50683228794
2452,307536.55372851645
2457,397975.32080959366
2458,285457.83174190385
2462,410904.38755184156
2465,190595.12187644455
2467,192577.30916427769
2473,165632.2354274028
2478,184328.46206071533
2479,180865.90255734976
2482,170364.3651898367
2485,117628.18762475006
2488,145440.6746692825
2494,129094.89640293189
2500,281716.51236727246
2509,146425.94433923173
2512,170876.552478034
2514,148708.97169022143
2515,219000.1729139546
2516,246707.96442918776
2518,177168.0691421461
2519,188283.48919915236
2520,167763.27093618418
2527,151856.70784563862
2532,134017.8114105341
2538,135316.80912756614
2539,140851.05649431812
2543,126423.97383327369
2551,142382.50763975253
2554,134058.04421481758
2555,102939.52462663164
2557,81943.48640278161
2561,138183.70930645618
2563,140673.62773990136
2564,150361.1196782293
2570,126127.72751196322
2571,280119.6867113523
2576,153108.52280676356
2582,134162.28127803706
2584,168335.78428840783
2587,115888.14077498908
2589,137297.9000035386
2591,219362.24572253888
2597,109299.60530237072
2602,144816.73093423172
2605,154307.06559897494
2610,178972.9526957587
2611,146910.60396906157
2614,132705.71827556103
2616,173868.26679544844
2617,177548.92300323205
2620,144036.34781069326
2623,95951.88871841358
2631,146617.04430551716
2638,143795.70465283858
2639,111202.25298808618
2645,110198.04574070737
2647,97000.37000961322
2648,127537.02909518027
2650,100435.72148116655
2652,111465.77967428851
2656,105998.47525246128
2658,133002.67413083615
2661,190432.009094304
2665,168155.6381668821
2673,155735.1455310943
2678,98258.84860711932
2679,98099.22168813477
2680,78448.80758456384
2685,108807.45098662359
2695,133079.50970825827
2698,116952.7844931694
2700,159008.68919188957
2706,134358.7789811142
2708,133627.18626725065
2709,134853.48644842175
2711,131558.30518022258
2718,187605.31432252494
2719,165030.26182716578
2721,165047.93330255308
2725,155104.5255874469
2726,230774.95884494385
2732,201100.9850959963
2733,128933.55357056891
2739,163439.45437404385
2747,192114.23401120165
2751,236003.81426694407
2754,195717.98097282008
2755,236958.30312964233
2756,207337.23286666838
2758,234316.04565125023
2763,203281.23718578002
2764,245394.86613764934
2765,102214.00015176518
2766,166672.9885920279
2768,180901.7850425277
2781,239431.13947999186
2784,158189.320492027
2785,131639.6259911784
2786,132164.63313039896
2796,234480.6695281113
2797,267033.9916871763
2801,234689.15608388762
2805,249636.8023327238
2806,201481.81302736272
2812,205271.833087361
2817,112719.30206532555
2822,147135.3760335915
2825,274346.2397172535
2828,124935.4866575055
2831,170041.8603654527
2843,130403.84463296777
2845,106468.08900654405
2847,153229.03778083756
2855,158706.05377294417
2856,135457.75782971876
2859,165466.98047568492
2865,191147.43849027564
2867,169249.84669786898
2869,205119.6014036435
2870,190989.74699490363
2874,131932.71112597396
2876,85284.4335196442
2889,148246.0527016818
2892,304840.6552391894
2895,244245.24229714455
2898,224092.22821278888
2901,316455.5208803677
2902,329339.2750658276
2908,148861.30525956926
2909,93075.23881225036
2916,146396.70936874504
2917,63088.704324187405
2919,83836.98479582621
2921,85921.31713370807
2922,180549.775520033
2925,144479.6933424539
2928,134907.43043280864
